title,series,author,genre,date_published,publisher,lang,rating_count,rate,award,publisher_clean
"Toxic Heart (Mystic City, #2)",True,Theo Lawrence,Fantasy,2014.0,Delacorte Press,Unknown,2694,3.72,0,delacortepress
"The Dark Divine (The Dark Divine, #1)",True,Bree Despain,Young Adult,2009.0,EgmontUSA,English,39580,3.79,0,egmontusa
Hele dagen in de regen,False,Henna Goudzand Nahar,Unknown,2005.0,De Geus - Novib,Dutch,4,2.75,0,degeusnovib
"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",True,Veronica Roth,Fiction,2013.0,Katherine Tegen Books,English,32841,3.96,0,katherinetegenbooks
"Broken Angels (Takeshi Kovacs, #2)",True,Richard K. Morgan,Science Fiction,2004.0,Del Rey,English,34746,3.94,0,delrey
Forrestal Lecture at the US Naval Academy,False,Robert A. Heinlein,Unknown,2007.0,Audio-Forum,English,15,4.47,0,audioforum
"Double Inferno  (The Sinful 7 of Delite, Texas, #2)",True,Dixie Lynn Dwyer,Erotica,2012.0,Siren Publishing,English,458,4.09,0,sirenpublishing
Scars,False,Cheryl Rainfield,Young Adult,2010.0,Westside Books,English,14440,4.16,2,westsidebooks
"There is No Light in Darkness (Darkness, #1)",True,Claire Contreras,New Adult,2013.0,Claire Contreras,English,14194,4.08,0,clairecontreras
"Natural Born Charmer (Chicago Stars, #7)",True,Susan Elizabeth Phillips,Romance,2007.0,William Morrow,English,34418,4.15,1,williammorrow
La rêveuse d'Ostende,False,Éric-Emmanuel Schmitt,Short Stories,2007.0,Albin Michel,French,2799,3.93,0,albinmichel
Escape from Camp 14,False,Blaine Harden,Nonfiction,2012.0,Blackstone Audiobooks,English,65435,3.97,4,blackstoneaudiobooks
Access To Power,False,Robert  Ellis,Mystery,2001.0,Pinnacle,English,1235,3.95,0,pinnacle
"Cursor's Fury (Codex Alera, #3)",True,Jim Butcher,Fantasy,2006.0,Ace Hardcover,English,66642,4.31,0,acehardcover
Batman Incorporated (2010 - 2011) #1,True,Grant Morrison,Superheroes,,DC,English,31,3.61,0,dc
"Kill the Dead (Sandman Slim, #2)",True,Richard Kadrey,Fantasy,2010.0,Eos,English,19746,4.07,0,eos
"The Dragon's Mark (Rogue Angel, #26)",True,Alex Archer,Fantasy,2010.0,Gold Eagle,English,361,3.82,0,goldeagle
Spirit Walker (Chronicles of Ancient Darkness #2),True,Michelle Paver,Fantasy,2007.0,Katherine Tegen Books,English,14428,4.28,0,katherinetegenbooks
Figure and Ground,False,Steven M. Boker,Unknown,2013.0,Blurb Inc.,English,1,3.0,0,blurb
Stone Mattress: Nine Tales,False,Margaret Atwood,Short Stories,2014.0,Nan A. Talese,English,21906,3.9,2,nanatalese
Devotion,True,Patti Smith,Nonfiction,2017.0,Yale University Press,English,8466,3.84,0,yaleuniversitypress
"Ancillary Sword (Imperial Radch, #2)",True,Ann Leckie,Science Fiction,2014.0,Orbit,English,46918,4.06,5,orbit
"Rot & Ruin (Rot & Ruin, #1)",True,Jonathan Maberry,Horror,2010.0,Simon & Schuster Books For Young Readers,English,33496,4.1,4,simonschusterbooksforyoungreaders
The Place You Love Is Gone: Progress Hits Home,False,Melissa Holbrook Pierson,Nonfiction,2007.0,W. W. Norton  Company,English,78,3.51,0,wwnortoncompany
Doctor Who: I Am a Dalek,True,Gareth Roberts,Media Tie In,2006.0,BBC Books,English,1604,3.77,0,bbcbooks
A History of Polish Christianity,False,Jerzy Kłoczowski,Religion,2008.0,Cambridge University Press,English,5,3.8,0,cambridgeuniversitypress
My Story: The Blitz,True,Vince Cross,Historical,2012.0,Chicken House,English,678,3.61,0,thechickenhouse
The Dorito Effect: The Surprising New Truth About Food and Flavor,False,Mark Schatzker,Nonfiction,2015.0,Simon  Schuster,English,6296,4.02,1,simonschuster
The Demon Trapper's Daughter: A Demon Trappers Novel,True,Jana Oliver,Young Adult,2011.0,St. Martin's Griffin,English,18199,3.99,0,stmartinsgriffin
"The Burning Wire (Lincoln Rhyme, #9)",True,Jeffery Deaver,Mystery,2010.0,Simon & Schuster,English,17913,4.04,0,simonschuster
"Abby Cooper, Psychic Eye (Psychic Eye Mystery, #1)",True,Victoria Laurie,Mystery,2004.0,Signet,English,13588,3.93,0,signet
Juno & Juliet,False,Julian Gough,Fiction,2002.0,Anchor Books,English,667,3.45,0,anchorbooks
"An Autumn War (Long Price Quartet, #3)",True,Daniel Abraham,Fantasy,2008.0,Tor Books,English,6567,4.03,1,torbooks
Deadly Design,False,Debra Dockter,Young Adult,2015.0,G.P. Putnam's Sons,Unknown,478,3.87,0,gpputnamssons
"The Runaway Quilt (Elm Creek Quilts, #4)",True,Jennifer Chiaverini,Fiction,2003.0,Plume,English,6915,4.13,0,plume
Paleo Sweets,False,Kelsey Ale,Unknown,2016.0,privately published,English,8,3.75,0,privatelypublished
Man Made: A Stupid Quest for Masculinity,False,Joel Stein,Nonfiction,2012.0,Grand Central Publishing,English,1047,3.76,0,grandcentralpublishing
Killing the Rising Sun: How America Vanquished World War II Japan,True,Bill O'Reilly,History,2016.0,Henry Holt and Co.,English,16767,4.34,1,henryholt
Te retrouver,False,Fabio Volo,Fiction,2015.0,Michel Lafon,French,839,3.41,0,michellafon
Revolution 1989: The Fall of the Soviet Empire,False,Victor Sebestyen,History,2009.0,George Weidenfeld & Nicolson Ltd.,English,1067,4.34,0,georgeweidenfeldnicolson
Jacob's Oath,False,Martin Fletcher,Historical,2013.0,Thomas Dunne Books,English,892,3.87,0,thomasdunnebooks
The Visible World,False,Mark Slouka,Fiction,2007.0,Houghton Mifflin Harcourt,English,1145,3.45,0,houghtonmifflinharcourt
Enlivenment: Toward a Poetics for the Anthropocene,True,Andreas Weber,Philosophy,2019.0,MIT Press,Unknown,28,4.21,0,mitpress
Instant Light: Tarkovsky Polaroids,False,Andrei Tarkovsky,Art,2006.0,Thames  Hudson,English,595,4.42,0,thameshudson
Ruin Box Set 1-3,True,Lucian Bane,Romance,2014.0,Luican Bane,English,160,4.13,0,luicanbane
"Undisputed: How to Become the World Champion in 1,372 Easy Steps",False,Chris Jericho,Biography,2011.0,Grand Central Publishing,English,3744,4.18,0,grandcentralpublishing
The Financial Lives of the Poets,False,Jess Walter,Fiction,2010.0,Harper Perennial,English,10190,3.7,0,harperperennial
"Half Wild (The Half Bad Trilogy, #2)",True,Sally Green,Fantasy,2015.0,Viking Juvenile,English,19175,4.01,0,vikingjuvenile
The Priory of the Orange Tree,False,Samantha Shannon,Fantasy,2019.0,Bloomsbury Publishing,English,73704,4.22,2,bloomsburypublishing
Ring Shout,False,P. Djèlí Clark,Fantasy,2020.0,St Martin's Press,English,14547,4.1,5,stmartinspress
Happyslapped by a Jellyfish: The Words of Karl Pilkington,False,Karl Pilkington,Nonfiction,2007.0,Dorling Kindersley,English,3716,3.94,0,dorlingkindersley
La réunification des deux Corées,False,Joël Pommerat,Unknown,2013.0,Actes Sud,French,65,3.95,2,actessud
Love Lessons,False,Jacqueline Wilson,Childrens,2005.0,Doubleday UK,English,5708,3.57,0,doubleday
Undying: A Love Story,False,Michel Faber,Poetry,2016.0,Canongate Books,English,729,4.33,0,canongatebooks
The Familiars,False,Stacey Halls,Historical,2019.0,Zaffre,Unknown,30530,3.89,1,zaffre
"In Our Hearts We Were Giants: The Remarkable Story of the Lilliput Troupe, a Dwarf Family's Survival of the Holocaust",False,Yehuda Koren,World War II,2005.0,Da Capo Press,English,546,4.07,0,dacapopress
Inland,False,Téa Obreht,Fiction,2019.0,Random House,Unknown,10861,3.44,1,randomhouse
Chances of a Lifetime: A Memoir,False,Warren Christopher,Nonfiction,2001.0,Scribner Book Company,English,48,3.94,0,scribnerbookcompany
The Night She Died,False,Jennifer Patrick,Mystery,2005.0,Soho Press,English,59,3.69,0,sohopress
"Split Second (Maggie O'Dell, #2)",True,Alex Kava,Mystery,2002.0,MIRA,English,8144,4.08,0,mira
"The Darker Side (Smoky Barrett, #3)",True,Cody McFadyen,Thriller,2008.0,Bantam,English,6442,4.12,0,bantam
"Dead Tomorrow (Roy Grace, #5)",True,Peter James,Mystery,2009.0,MacMillan,English,8131,4.2,1,macmillan
"Chain Reaction (Perfect Chemistry, #3)",True,Simone Elkeles,Romance,2011.0,Bloomsbury USA Childrens,English,61848,4.1,1,bloomsburychildrens
"The Man in the Wooden Hat (Old Filth, #2)",True,Jane Gardam,Fiction,2009.0,Europa Editions,English,6237,4.06,1,europaeditions
"The Darlings are Forever (The Darlings are Forever, #1)",True,Melissa Kantor,Young Adult,2011.0,Little Brown Books for Young Readers,English,746,3.72,0,littlebrownbooksforyoungreaders
The Other Side of You,False,Salley Vickers,Fiction,2007.0,Farrar Straus Giroux,English,1350,3.79,0,farrarstrausgiroux
"Cuentos Chinos: El engaño de Washington, la mentira populista y la esperanza de América Latina",False,Andrés Oppenheimer,European Literature,2005.0,Sudamericana,English,862,3.88,0,sudamericana
State of Fear,False,Michael Crichton,Fiction,2005.0,Avon,English,84346,3.71,0,avon
Kissing Snowflakes,False,Abby Sher,Young Adult,2007.0,Point,English,870,3.54,0,point
"Captain's Fury (Codex Alera, #4)",True,Jim Butcher,Fantasy,2007.0,Ace Books,English,66113,4.31,0,acebooks
"A Vision of Murder (Psychic Eye Mystery, #3)",True,Victoria Laurie,Mystery,2005.0,Berkley Books,English,6634,3.96,0,berkleybooks
"A Boy Called Christmas (Christmas, #1)",True,Matt Haig,Holiday,2015.0,Canongate,English,10283,4.14,1,canongateus
Off the Main Sequence: The Other Science Fiction Stories of Robert A. Heinlein,False,Robert A. Heinlein,Science Fiction,2005.0,Science Fiction Book Club,English,276,4.0,0,sciencefictionbookclub
"Seeds of Rebellion (Beyonders, #2)",True,Brandon Mull,Fantasy,2012.0,Aladdin,English,27981,4.28,1,aladdin
The Mushroom at the End of the World: On the Possibility of Life in Capitalist Ruins,False,Anna Lowenhaupt Tsing,Nonfiction,2015.0,Princeton University Press,English,3038,4.11,2,princetonuniversitypress
In My Blood,False,Lina Langley,Romance,2017.0,L.M. Langley,English,9,1.89,0,lmlangley
Secrets She Kept,False,Cathy Gohlke,Historical,2015.0,Tyndale House Publisher,English,2972,4.27,3,tyndalehousepublishers
"The Iron Hunt (Hunter Kiss, #1)",True,Marjorie M. Liu,Fantasy,2008.0,Ace Books,English,5760,3.61,0,acebooks
The Tinkerer's Accomplice: How Design Emerges from Life Itself,False,J. Scott Turner,Nonfiction,2007.0,Harvard University Press,English,30,4.3,0,harvarduniversitypress
"Sharpe's Prey (Sharpe, #5)",True,Bernard Cornwell,Historical,,Harper Collins,English,9672,4.06,0,harpercollins
"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",False,J.K. Rowling,Fantasy,2003.0,BBC Audiobooks,English,157004,4.62,0,bbcaudiobooks
"Dirt Matters: The Foundation for a Healthy, Vibrant, and Effective Congregation",False,Jim Powell,Unknown,2013.0,WestBow Press,English,53,4.34,0,westbowpress
The Uninhabitable Earth: Life After Warming,False,David Wallace-Wells,Nonfiction,2019.0,Tim Duggan Books,English,20819,4.05,1,timdugganbooks
Περί Σουρρεαλισμού - Η διάλεξη του 1935,False,Andreas Embirikos,Unknown,2009.0,Άγρα,"Greek, Modern (1453-)",23,4.22,0,
The Dogs of Christmas,False,W. Bruce Cameron,Holiday,2013.0,Forge Books,English,5527,4.03,0,forgebooks
The Amputee's Guide to Sex,False,Jillian Weise,Poetry,2007.0,Soft Skull Press,English,266,4.22,0,softskullpress
On Earth We're Briefly Gorgeous,False,Ocean Vuong,Fiction,2019.0,Penguin Press,English,132357,4.05,5,penguinpress
A Naked Singularity,False,Sergio de la Pava,Fiction,2012.0,University of Chicago Press,English,2426,4.12,2,universityofchicagopress
Shoe Dog: A Memoir by the Creator of Nike,False,Phil Knight,Business,2016.0,Scribner,English,200815,4.46,1,scribner
De Niro's Game,False,Rawi Hage,Fiction,2007.0,Zoland Books,English,3499,3.76,4,zolandbooks
The Inextinguishable Symphony: A True Story of Music and Love in Nazi Germany,False,Martin Goldsmith,Nonfiction,2001.0,Wiley,English,934,4.18,0,wiley
Midwinter Break,False,Bernard MacLaverty,Fiction,2017.0,Highbridge Audio,English,4459,3.63,3,highbridgeaudio
Aquarium,False,David Vann,Fiction,2016.0,Windmill Books,English,4258,3.74,0,windmillbooks
"Powers (Annals of the Western Shore, #3)",True,Ursula K. Le Guin,Fantasy,2007.0,Clarion Books,English,4419,4.02,3,clarionbooks
"At the Stroke of Madness (Maggie O'Dell, #4)",True,Alex Kava,Mystery,2003.0,Mira Books,English,5064,3.99,0,mirabooks
"Shadow Man (Smoky Barrett, #1)",True,Cody McFadyen,Thriller,2007.0,Bantam,English,12210,4.15,0,bantam
While I'm Falling,False,Laura Moriarty,Fiction,2009.0,Hachette Books,English,4065,3.46,0,hachettebooks
Wolfsbane (Nightshade #2; Nightshade World #5),True,Andrea Cremer,Young Adult,2011.0,Philomel Books,English,46652,4.11,0,philomelbooks
After the Kiss,False,Terra Elan McVoy,Young Adult,2010.0,Simon  Schuster Books for Young Readers,English,1128,3.23,0,simonschusterbooksforyoungreaders
"The Lying Game (The Lying Game, #1)",True,Sara Shepard,Young Adult,2010.0,HarperTeen,English,39730,3.92,0,harperteen
"Son of the Mob (Son of the Mob, #1)",True,Gordon Korman,Young Adult,2004.0,Little Brown Books for Young Readers,English,6570,3.72,5,littlebrownbooksforyoungreaders
Great North Road,False,Peter F. Hamilton,Science Fiction,2013.0,Pan MacMillan,English,17439,4.06,1,panmacmillan
"Magierlicht (Sturmjäger von Aradon, #2)",True,Jenny-Mai Nuyen,Fantasy,2010.0,cbt,German,403,3.86,0,cbt
"Arctic Winds (Alpine Woods Shifters, #1)",True,Sondrae Bennett,Fantasy,2011.0,Lyrical Press,English,2555,3.64,0,lyricalpress
The Ghost Writer,False,Robert   Harris,Fiction,2010.0,Gallery Books,English,14745,3.74,1,gallerybooks
"Double Infiltration (The Sinful 7 of Delite, Texas, #4)",True,Dixie Lynn Dwyer,Erotica,2013.0,Siren Publishing,English,357,4.2,0,sirenpublishing
Stupid White Men,False,Michael Moore,Nonfiction,2004.0,Unknown,English,15769,3.32,1,unknown
"Demon Bound (Black London, #2)",True,Caitlin Kittredge,Fantasy,2009.0,St. Martin's Paperbacks,English,1808,3.73,0,stmartinspaperbacks
"Ghost Story (The Dresden Files, #13)",True,Jim Butcher,Fantasy,2011.0,Roc Hardcover,English,88539,4.25,1,rochardcover
The Garden of Last Days,False,Andre Dubus III,Fiction,2008.0,W. W. Norton  Company,English,4829,3.48,1,wwnortoncompany
"This World We Live In (Last Survivors, #3)",True,Susan Beth Pfeffer,Young Adult,2010.0,Harcourt Children's Books,English,30624,3.81,0,harcourtchildrensbooks
Swimsuit,False,James Patterson,Mystery,2009.0,Little Brown and Company,English,24393,3.66,0,littlebrowncompany
"Harry Potter Collection (Harry Potter, #1-6)",True,J.K. Rowling,Fantasy,2005.0,Scholastic,English,31620,4.73,0,scholastic
"The Barbarous Years: The Peopling of British North America: The Conflict of Civilizations, 1600-1675",False,Bernard Bailyn,History,2012.0,Knopf,English,947,3.9,1,knopf
"The Search for WondLa (The Search for WondLa, #1)",True,Tony DiTerlizzi,Fantasy,2010.0,Simon  Schuster Books for Young Readers,English,11721,4.08,2,simonschusterbooksforyoungreaders
"Return to Paradise (Leaving Paradise, #2)",True,Simone Elkeles,Young Adult,2010.0,Flux,English,32950,4.03,2,flux
White Dog Fell from the Sky,False,Eleanor  Morse,Fiction,2013.0,Viking,English,3513,4.04,0,viking
The Day John Died,False,Christopher Andersen,Biography,2000.0,William Morrow & Company,English,915,4.12,0,williammorrowcompany
Somewhere Beneath Those Waves,False,Sarah Monette,Fantasy,2011.0,Prime Books,English,605,4.09,0,primebooks
"Nightfall (Jack Nightingale, #1)",True,Stephen Leather,Horror,2010.0,Hodder & Stoughton,English,3756,3.96,0,hodderstoughton
"Heroes at Risk (Hero, #4)",True,Moira J. Moore,Fantasy,2009.0,Ace,English,1615,3.66,0,ace
Infinite Possibilities,False,Robert A. Heinlein,Science Fiction,2002.0,SFBC,English,302,4.08,0,sfbc
The City of Owls,True,Scott Snyder,Sequential Art,2013.0,DC Comics,English,24272,4.26,4,dccomics
"Black Fridays (Jason Stafford, #1)",True,Michael Sears,Mystery,2012.0,Putnam Adult,English,1882,3.73,3,putnamadult
"TimeRiders (TimeRiders, #1)",True,Alex Scarrow,Young Adult,2010.0,Penguin Group (Australia),English,11794,3.82,1,penguinaustralia
"Twenty Wishes (Blossom Street, #5)",True,Debbie Macomber,Romance,2008.0,MIRA,English,16814,4.17,1,mira
Hollywood Westerns and American Myth: The Importance of Howard Hawks and John Ford for Political Philosophy,True,Robert B. Pippin,Culture,2010.0,Yale University Press,English,54,3.89,0,yaleuniversitypress
Twisted: The Collected Short Stories,False,Jeffery Deaver,Short Stories,2004.0,Pocket Books,English,5095,3.92,1,pocketbooks
The Miles Between,False,Mary E. Pearson,Young Adult,2009.0,Henry Holt and Co. (BYR),English,1360,3.76,1,henryholt
Hillbilly: A Cultural History of an American Icon,False,Anthony Harkins,History,2005.0,Oxford University Press USA,English,73,4.0,0,oxforduniversitypress
"False Horizon (Rogue Angel, #29)",True,Alex Archer,Fantasy,2011.0,Gold Eagle,English,309,3.76,0,goldeagle
"Double or Die (Young Bond, #3)",True,Charlie Higson,Young Adult,2007.0,Puffin Books,English,5974,4.08,0,puffinbooks
The Art of Travel,False,Alain de Botton,Travel,2004.0,Vintage,Unknown,21364,3.83,1,vintage
Muse and Reverie (Newford #13),True,Charles de Lint,Fantasy,2009.0,Tor Books,English,1320,4.2,0,torbooks
"Strings (Hard Rock Harlots, #1)",True,Kendall Grey,Adult Fiction,2013.0,Howling Mad Press,English,9397,3.94,0,howlingmadpress
Inés of My Soul,False,Isabel Allende,Historical,2006.0,Harper,English,24510,3.96,0,harper
The Devil's Detective (Thomas Fool #1),True,Simon Kurt Unsworth,Horror,2015.0,Doubleday,Unknown,1853,3.68,0,doubleday
Savage Skies (Savage #30),True,Cassie Edwards,Romance,2007.0,Leisure Books,English,423,4.22,0,leisurebooks
Y: The Last Man - The Deluxe Edition Book One,True,Brian K. Vaughan,Sequential Art,2008.0,Vertigo,English,15825,4.32,0,vertigo
Somewhere in France (The Great War #1),True,Jennifer Robson,Historical,2013.0,William Morrow Paperbacks,English,11401,3.79,0,williammorrowpaperbacks
Dear Amy,False,Helen Callaghan,Thriller,2016.0,Penguin,English,8655,3.59,0,penguin
Varieties of Disturbance,False,Lydia Davis,Short Stories,2007.0,Picador USA,English,2127,3.83,1,picador
Z Is for Moose,True,Kelly Bingham,Childrens,2012.0,Greenwillow Books,English,7433,4.14,2,greenwillowbooks
Racing the Moon,False,Michelle  Morgan,Historical,2014.0,Allen and Unwin,English,36,3.39,0,allenulwin
Silence of the Grave,True,Arnaldur Indriðason,Mystery,2010.0,Vintage,English,19683,3.96,3,vintage
"13 Bullets (Laura Caxton, #1)",True,David Wellington,Horror,2011.0,Piatkus,English,4195,3.63,0,piatkus
"Killer Insight (Psychic Eye Mystery, #4)",True,Victoria Laurie,Mystery,2006.0,New American Library,English,6208,4.06,0,newamericanlibrary
"The Girl Who Saved Christmas (Christmas, #2)",True,Matt Haig,Holiday,2016.0,Canongate Books,English,4112,4.17,0,canongatebooks
America Again: Re-becoming the Greatness We Never Weren't,False,Stephen Colbert,Humor,2012.0,Grand Central Publishing,English,13455,3.82,2,grandcentralpublishing
"Beauty (Everland Ever After, #3)",True,Caroline Lee,Romance,2016.0,Unknown,English,984,3.95,0,unknown
You Are What You Love: The Spiritual Power of Habit,False,James K.A. Smith,Religion,2016.0,Brazos Press,Unknown,6139,4.04,0,brazospress
Επίκουρος: Κείμενα και πηγές της επικούρειας φιλοσοφίας και τέχνης του ζην,False,Epicurus,Unknown,2011.0,Θύραθεν,"Greek, Modern (1453-)",88,4.68,0,
The Myth of Perpetual Summer,False,Susan Crandall,Historical,2018.0,Gallery Books,English,2233,3.94,0,gallerybooks
"Four: The Initiate (Divergent, #0.2)",True,Veronica Roth,Young Adult,2014.0,Katherine Tegen Books,English,24162,4.18,0,katherinetegenbooks
"The Wakeful World: Animism, Mind and the Self in Nature",False,Emma Restall Orr,Nonfiction,2012.0,John Hunt Publishing,English,75,4.2,0,johnhuntpublishing
The Story of Film,False,Mark Cousins,Culture,2004.0,Pavilion Books,English,757,4.34,0,pavilionbooks
Upheaval: Turning Points for Nations in Crisis,True,Jared Diamond,History,2019.0,Little Brown and Company,English,7408,3.89,1,littlebrowncompany
The Lost Medallion: The Adventures of Billy Stone,False,Bill Muir,Christian Fiction,2013.0,B Kids,English,67,4.19,0,bkids
"Spicy Math (Crystal Joy, #1)",True,Celia Fay,Unknown,2017.0,Unknown,English,7,3.29,0,unknown
"Hard Light (Cass Neary, #3)",True,Elizabeth Hand,Mystery,2016.0,Minotaur Books,English,581,3.91,1,minotaurbooks
Men We Reaped,False,Jesmyn Ward,Nonfiction,2013.0,Bloomsbury USA,English,18753,4.28,5,bloomsbury
Somanatha: The Many Voices of a History,False,Romila Thapar,History,2005.0,Verso,English,192,3.57,0,verso
The Night Watchman,False,Louise Erdrich,Historical,2020.0,HarperCollins,Unknown,32401,4.15,3,harpercollins
Death Notice,True,Zhou Haohui,Mystery,2018.0,Doubleday Books,English,1269,3.79,0,doubledaybooks
A Thousand Ships,False,Natalie Haynes,Historical,2019.0,Mantle,English,25100,4.12,1,mantle
Lucy,False,Laurence Gonzales,Fiction,2011.0,Deutscher Taschenbuch Verlag,German,2359,3.49,0,deutschertaschenbuchverlag
The Moon and More,False,Sarah Dessen,Young Adult,2013.0,Viking Books for Young Readers,English,37672,3.63,1,vikingbooksforyoungreaders
"By the Time You Read This, I'll Be Dead",False,Julie Anne Peters,Young Adult,2010.0,Little Brown Books for Young Readers,English,22059,3.86,1,littlebrownbooksforyoungreaders
"Khan: Empire of Silver (Conqueror, #4)",True,Conn Iggulden,Historical,2010.0,Delacorte Press,English,12705,4.34,0,delacortepress
"From Ashes (From Ashes, #1)",True,Molly McAdams,New Adult,2012.0,William Morrow Paperbacks,English,27446,4.12,0,williammorrowpaperbacks
"Alex Cross's Trial (Alex Cross, #15)",True,James Patterson,Mystery,2009.0,Little Brown and Company,English,25594,3.96,0,littlebrowncompany
"White Knight Dom Academy 2nd Semester (White Knight Dom Academy, #3)",True,Lucian Bane,Erotica,2016.0,Unknown,English,142,4.4,0,unknown
"Our Aesthetic Categories: Zany, Cute, Interesting",False,Sianne Ngai,Philosophy,2012.0,Harvard University Press,English,215,4.33,1,harvarduniversitypress
Battleborn,False,Claire Vaye Watkins,Short Stories,2012.0,Granta Books,English,4670,4.12,5,grantabooks
"The Protégé (Christian Gillette, #2)",True,Stephen W. Frey,Fiction,2006.0,Fawcett Books,English,1126,3.9,0,fawcettbooks
The Woman Who Wasn't There: The True Story of an Incredible Deception,False,Robin Gaby Fisher,Nonfiction,2012.0,Atria Books,English,2747,3.76,1,atriabooks
"Woken Furies (Takeshi Kovacs, #3)",True,Richard K. Morgan,Science Fiction,2005.0,Del Rey,English,29334,4.02,0,delrey
The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,False,Brian Greene,Science,2011.0,Knopf,English,18004,4.09,1,knopf
The Ruling Class: How They Corrupted America and What We Can Do About It,False,Angelo M. Codevilla,Politics,2010.0,Beaufort Books,English,211,4.21,0,beaufortbooks
Savage Dawn (Savage #35),True,Cassie Edwards,Romance,2009.0,Leisure Books,English,159,4.25,0,leisurebooks
The Bog Baby,True,Jeanne Willis,Childrens,2008.0,Puffin,English,494,4.17,0,puffin
We Want Real Food: Why Our Food is Deficient in Minerals and Nutrients - and What We Can Do About it,False,Graham Harvey,Food and Drink,2006.0,Constable,English,43,3.98,0,constable
"Aloha from Hell (Sandman Slim, #3)",True,Richard Kadrey,Fantasy,2011.0,Harper Voyager,English,16135,4.03,0,harpervoyager
"Phantom Prospect (Rogue Angel, #27)",True,Alex Archer,Fantasy,2010.0,Gold Eagle,English,332,3.68,0,goldeagle
"In Black and White: The Life of Sammy Davis, Jr.",False,Wil Haygood,Biography,2003.0,Knopf,English,138,3.98,1,knopf
The Maze Runner Series  (The Maze Runner #1-4),False,James Dashner,Young Adult,2010.0,Delacorte Press,English,14222,4.23,0,delacortepress
"The Cold Moon (Lincoln Rhyme, #7)",True,Jeffery Deaver,Mystery,2006.0,Simon & Schuster,English,18144,4.05,2,simonschuster
Schild's Ladder,False,Greg Egan,Science Fiction,2004.0,Eos,English,3252,3.94,0,eos
"Dreaming in Chinese: Mandarin Lessons in Life, Love, And Language",False,Deborah Fallows,Nonfiction,2010.0,Walker Books,English,2018,3.62,0,walkerbooks
"Whispered Lies (B.A.D. Agency, #3)",True,Sherrilyn Kenyon,Romance,2009.0,Pocket Books,English,3138,4.08,0,pocketbooks
Desert Blood: The Juarez Murders,False,Alicia Gaspar De Alba,Fiction,2005.0,Arte Publico Press,English,495,3.97,1,artepublicopress
"Half Lies (The Half Bad Trilogy, #0.5)",True,Sally Green,Fantasy,2014.0,Viking Books for Young Readers,English,2773,3.8,0,vikingbooksforyoungreaders
"Infernal Devices (The Hungry City Chronicles, #3)",True,Philip Reeve,Young Adult,2006.0,Point,English,14165,3.89,0,point
"Spies of the Balkans (Night Soldiers, #11)",True,Alan Furst,Historical,2010.0,Random House,English,5537,3.91,0,randomhouse
Sagen om de japanske dræbergardiner,True,Dennis Jürgensen,European Literature,2003.0,Tellerup,Danish,122,3.9,0,tellerup
"Batman: The Black Glove, Deluxe Edition",True,Grant Morrison,Sequential Art,2012.0,DC Comics,English,1523,3.76,0,dccomics
Undisputed Truth: My Autobiography,False,Mike Tyson,Biography,2013.0,HarperSport,English,7553,4.16,1,harpersport
"Mes amis, mes amours",False,Marc Levy,Cultural,2007.0,Pocket,French,3819,3.48,0,pocket
"The Sugar Camp Quilt (Elm Creek Quilts, #7)",True,Jennifer Chiaverini,Fiction,2006.0,Simon  Schuster,English,5664,4.08,0,simonschuster
"Goodbye, Piccadilly: War at Home, 1914",True,Cynthia Harrod-Eagles,Historical,2015.0,Sphere,English,705,3.82,0,sphere
Torsdagsänkorna,False,Claudia Piñeiro,Fiction,2012.0,Leopard Förlag,Swedish,2826,3.52,2,leopardfrlag
"Better Read Than Dead (Psychic Eye Mystery, #2)",True,Victoria Laurie,Mystery,2005.0,Signet,English,7744,4.0,0,signet
Wild Thing (Peter Brown #2),True,Josh Bazell,Fiction,2012.0,Reagan Arthur Books,English,3274,3.34,0,reaganarthurbooks
Theory of a Tramp,False,Pamela Caves,Unknown,2011.0,Unknown,English,13,3.46,0,unknown
On Suicide Bombing,True,Talal Asad,Nonfiction,2007.0,Columbia University Press,English,330,3.97,0,columbiauniversitypress
Killing November (Killing November #1),True,Adriana Mather,Mystery,2019.0,Knopf Books for Young Readers,English,6481,4.18,2,knopfbooksforyoungreaders
The Wives of Henry Oades,False,Johanna Moran,Historical,2010.0,Ballantine Books,English,2798,3.6,1,ballantinebooks
Bilješke jedne gimnazijalke,False,Nada Mihelčić,Young Adult,2010.0,Naklada Ljevak,Croatian,230,4.09,0,nakladaljevak
The Curse of the Gloamglozer (The Edge Chronicles: The Quint Saga #1; The Edge Chronicles #1),True,Paul Stewart,Fantasy,2005.0,David Fickling Books,English,7261,4.11,0,davidficklingbooks
The BreakBeat Poets: New American Poetry in the Age of Hip-Hop,True,Kevin Coval,Poetry,2015.0,Haymarket Books,English,510,4.32,0,haymarketbooks
"The Squared Circle: Life, Death, and Professional Wrestling",False,David    Shoemaker,Nonfiction,2013.0,Avery,English,1938,3.97,0,avery
"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",True,Rachel Renée Russell,Childrens,2011.0,Aladdin,English,40800,4.28,0,aladdin
